title,text,subject,date
" BREAKING: Cop Finally Gets His Due, Walter Scott’s Killer Sentenced To Prison (DETAILS)","In America, we have been having a conversation about police brutality against black Americans. Despite the countless black people murdered unjustly by police, there is usually no justice. Sandra Bland, Philando Castile, Keith Lamont Scott, Michael Brown, Freddie Gray too many to mention here, really. All of those people were senselessly murdered by cops who chose to be their judges, juries, and executioners, and they did so with impunity and without consequence. However, there is hope, and it is coming out of South Carolina, of all places.North Charleston police officer Michael Slager murdered Walter Scott, a black man who was fleeing after a routine traffic stop in cold blood in 2015. He would have gotten away with it, too, had it not been for a citizen who was brave enough to tape the murder. The tape showed that Slager had lied about his life being in danger, and it showed him cuffing Scott s lifeless body, and then planting a taser as  evidence.  Here is the news report of that damning tape:Thanks to that tape, Slager was arrested and charged with murder. Now, fast forward two years later, and Slager has been convicted of murder. U.S. District Judge David Norton decided to throw the book at Slager, and sentenced the murdering ex-cop to 19-24 years in prison.The original case ended in a mistrial, but the state of South Carolina seemed determined to get justice for Walter Scott, and that happened on December 7, 2017.  Of course, Slager s family begged for mercy from the judge, but luckily those calls were ignored. Michael Slager is a murderer, and he deserves the sentence he got.So many times, these cases end with the murderous cops back on the force, out in the streets after what amounts to nothing more than a paid vacation, free to murder another black person at will again. Thankfully, for once, the system worked as it should. For once, I am proud to be a South Carolinian. Hopefully this sets a precedent, and helps us turn a corner toward the arc of justice.Watch the video of the remarks of the Scott family below: Featured image via Grace Beahm-Pool/Getty Images",News,7-Dec-17
 Watch: Is This Proof Trump Is Unfit for Service?,"New questions are being asked about President Donald Trump s ability to lead after he slurred his words during a speech about his Jerusalem decision. Possible reasons for this include: fatigue, a dry mouth (the White House explanation), the use of drugs or alcohol, a problem with his dentures or more troubling issues dealing with his mental or physical health. Morning Joe reported this morning that, unlike other presidents, Trump has opted not to get his physicals at the Walter Reed Army Medical Center.Questions about Trump s mental stability have been growing over the last few months. While he has never been viewed as a stable person in the traditional sense, his tweets and comments have gotten more erratic. He was widely criticized recently when he retweeted several anti-Muslim videos that were posted by radicals in the United Kingdom.One psychiatrist talk to MSNBC s Lawrence O Donnel about his impressions of Trump s state of mind.Many think that any degradation in Trump s mental state may be due to the increased pressure he is feeling from Robert Mueller s investigations into collusion between his campaign and the Russian government. This has increased since former National Security Advisor Michael Flynn pleaded guilty to lying to the FBI.All of this talk is leading to more people to ask if Trump should be removed from office, citing the 25th Amendment to the U.S. Constitution. Rep. Jamie D. Raskin (D-MD) has circulated a  dear colleague  letter suggesting just that. As published in the Washington Post, it says: Please join a rapidly growing group of colleagues in cosponsoring H.R. 1987, the Oversight Commission on Presidential Capacity Act. It sets up and defines the Congressionally-appointed  body  called for by the 25th Amendment. Under Section 4 of the 25th Amendment, the Vice-President and a majority of the Cabinet or the Vice-President and a majority of  such other body as Congress may by law provide  can determine that the President is for reasons of physical or mental incapacity unable to discharge the powers and duties of his office. The 25th Amendment was added to the Constitution in 1967, but in the last 50 years Congress never created the  body  that its language contemplated. Perhaps it never occurred to prior Congresses that setting up this body was necessary. For obvious reasons, it is indeed necessary, and now is the time for us to do it. While the Republicans in the Cabinet and Congress may not yet be ready to take this step, it is out there.Featured image via Andrew Burton/Getty Images",News,7-Dec-17
" Trump Completely SCREWS The Middle East Peace Process, Just Another Wednesday For Him","On Wednesday, Donald Trump took a step no previous president had ever dared to consider. He has declared that the United States now officially recognizes the city of Jerusalem as the capital of Israel, and announced plans to move the American embassy from Tel Aviv to the holy city.The only problem is, the city isn t just holy to the country of Israel.While Trump indicated that he wasn t  taking a position  on any contested land, that s really a misleading statement, since declaring Jerusalem as the capital of Israel in effect gives the city to the Israelis, a position that essentially declares the debate on who all of the land belongs to over.Saeb Erekat, the chief Palestinian negotiator in the peace process, was quick to respond, saying that Trump had  destroyed any possibility of peace  and that he was  pushing this region towards chaos [and] violence. Mustafa Marghouti, an independent Palestinian politician, told Al-Jazeera that: This is not a single act. This US administration that did not speak even once about a two-state solution. This American administration did not say or mention the words  Palestinian state  once. This American administration has failed to exercise any pressure on Israel on the issue of settlements, although Israel has enhanced settlement activities in the occupied territories by no less than 100 percent since President Trump was elected. Many expect to see outrage across the Middle East as news of the decision comes in.The European Union, for their part, insists that their position has not changed, and issued a statement almost immediately declaring that they intended to continue working toward recognizing Jerusalem as the capital of two distinct states   Israel AND Palestine.Just as he does here at home, Trump seems to be uniting people against him, even some that seem to be unlikely pairings. Both the President of Turkey, Recep Tayyip Erdogan, and King Abdullah II of Jordan warned that ignoring the Palestinian, Muslim, and Christian rights in Jerusalem will only fuel further extremism and undermine the war against terrorism. But the decision does make Trump s evangelical supporters in America happy. Their desire to hasten the end of days has been a constant source of bafflement for those seeking to understand the strange relationship between the Jewish state and evangelicalism. According to Christian traditions, the Jews will all die in the Apocalypse, as will everyone who doesn t share their specific beliefs.No wonder they re mostly Republicans.Watch Trump s announcement here:Featured image via Chip Somodevilla/Getty Images",News,6-Dec-17
 Trump Only Cares About Trump; Why He Is Recognizing Jerusalem Today,"President Donald Trump announced yesterday that he plans to formally recognize Jerusalem as the capital of Israel. While this is left most pundits perplexed, the reasoning is clear. Trump wants to divert attention from Robert Mueller s investigation. It is no coincidence that the day after the news broke that Deutsche Bank has received subpoenas for information on the Trump family s assets, that this Jerusalem decision was announced. What could be a bigger news story than getting this information? A blow up in the Middle East.Look at the reaction world leaders have had to this announcement. American allies throughout the Middle East and Europe have asked Trump not to do this and have stressed how dangerous a statement this is. US News and World Report put this out today: The mere consideration of Trump changing the status quo sparked a renewed U.S. security warning on Tuesday. America s consulate in Jerusalem ordered U.S. personnel and their families to avoid visiting Jerusalem s Old City or the West Bank, and urged American citizens in general to avoid places with increased police or military presence. It is worth noting that while Trump will formally announce that the U.S. will recognize Jerusalem as Israel s capital, there is no movement underway to relocate the embassy from Tel Aviv. In fact, he has signed an order to delay that decision for another six months. This move is necessary due to the 1995 Jerusalem Embassy Act, which mandated the embassy be moved. It also allowed the president to delay that by six months and every president since that act became law has done so this way.The Atlantic has even compared this decision to Trump  wagging the dog,  a reference to a movie where a U.S. president goes to war with Albania to take the public s attention away from his own scandals involving a mistress. The film was viewed as a parody of President Bill Clinton s military actions in Afghanistan and Sudan after he acknowledged an affair with Monica Lewinsky.While whether or not Clinton attacked other countries to distract the nation from his actions with Lewinsky may be a point that is up for debate, it is clear that Trump likes to do things to distract the public s attention. Catherine Rampell wrote about this tactic late last year in the Washington Post. She wrote: Welcome to 2017, the ouroboros of distractions, where every terrible thing is a head-fake for a ruse for a diversion for a misdirection from something else much, much worse. Trump makes announcements, sends tweets and says things without any thought to the real world consequences that follow. Experts in the Middle East fear that the Jerusalem announcement will lead to real deaths. Many people worry  that his thoughtless and impetuous tweets will lead to a nuclear war. His thoughtless comments confuse and enrage many.By making such a move, for such purely personal reasons, Trump is proving, once again, that he is not fit to be president of a condo association, much less of the United States.Featured image by Andrew Burton/Getty Images.",News,6-Dec-17
 Watch: Trump Supporting Coal CEO Upset Trump Is Wiping Out ‘Thousands’ Of Coal Mining Jobs,"While on the campaign trail, Donald Trump promised to revive the coal industry and after he took power, he signed an executive order rolling back a temporary ban on mining coal and a stream protection rule that was imposed by the Obama administration. Trump vowed to bring back thousands of mining jobs in struggling rural areas.  I made them this promise,  Trump said,  we will put our miners back to work. That was then and this is now.Coal CEO Robert Murray, a fierce supporter of Trump s, warns that if the Senate version of tax reform is enacted by the current occupant of the White House, he will be destroying thousands of coal mining jobs in the process.Murray said the Senate legislation will raise Murray Energy s taxes by $60 million a year,  notwithstanding the other so-called benefits the Senate has proposed,  CNBC reports. This means that very capital-intensive, highly leveraged employers, like coal-mining companies, will be forced out of business, with tragic consequences for our families and for many regions of our country,  Murray said. We won t have enough cash flow to exist. It wipes us out,  Murray told CNNMoney in an interview on Tuesday. This wipes out everything that President Trump has done for coal,  said Murray, the head of one of America s largest coal companies.CNN reports:Murray warned that a bankruptcy of his Ohio-based company would hurt its 5,500 employees along with their families. Asked if other coal mining companies could go out of business, he said:  Most certainly. Watch:Murray hosted a fundraiser for Trump during the campaign. And today, Murray warns that the GOP tax plan will  wipe out  coal mining jobs.Who saw this coming? Besides all of us. Trump supporters have been suckered.Image via screen capture. ",News,6-Dec-17
" Sitting GOP Senator Has Had ENOUGH, Donates To Alabama Democrat For Senate (IMAGE)","Arizona Republican Senator Jeff Flake has never been a fan of Donald Trump or his incendiary, divisive brand of politics. Now, he is a leading GOP voice against electing Roy Moore (R-AL) to the United States Senate. Moore is an accused child molester, and has a lifetime history of making all kinds of bigoted and incendiary comments. He has said that homosexuality should be illegal, and that Muslims should not be allowed to serve in Congress. Moore was also removed twice from the Alabama Supreme Court for refusing to comply with higher court rulings. Well, Flake has finally had enough of his party enabling characters like Moore. He had already said that if he lived in Alabama, he d be voting for Democrat Doug Jones. Now, Flake  has taken his support of Jones even further, in the wake of the Republican National Committee s decision to support an accused child molester rather than a Democrat.Taking to Twitter, Senator Flake posted an image of a check   made out to Doug Jones  Senate campaign. Here is the tweet, captioned  Country over Party :Country over Party pic.twitter.com/JZMTaEYdxQ  Jeff Flake (@JeffFlake) December 5, 2017Now, I don t agree with Jeff Flake on anything politically, but I can say that he is trying to act with morality and decency here. One could argue that Flake s plans to retire from the Senate mean that he can do this without consequence, but at this point, that matters not. We do not need a pedophile in the United States Senate, and the GOP apparatus should be ashamed of themselves for trying to get Roy Moore elected. But, hey   better a pedophile than a Democrat, right?Featured image Drew Angerer/Getty Images",News,5-Dec-17
 Republican National Committee: Better A Pedophile Than A Democrat In The U.S. Senate,"By now, the whole world knows that Alabama Senate candidate Roy Moore (R-Of Course) was banned from an Alabama mall and the YMCA for creeping on little girls. He has been accused of molesting young girls as young as age fourteen. Of course, when the allegations first came out and the uproar and backlash began, everyone, regardless of politics, reacted with outrage. However, the GOP s outrage was often much more muted. Further, it took awhile for the Republican National Committee to pull their support for Moore, despite the deeply disturbing allegations of his being a pedophile. Well, now that the rage has died down, the RNC is back with a new message regarding this Senate race: Better a pedophile than a Democrat.Under cover of night, the RNC reinstated their support for Roy Moore, and an RNC official confirmed to The Hill that, quote, We can confirm our involvement in the Alabama Senate race. So, there you have it, folks. They literally want a child molester in the United States Senate rather than a Democrat. There are only a few voices from the right who are being brave on this one   and none of them are seeking re-election. Former Republican presidential nominee Mitt Romney tweeted that the GOP must not tolerate Moore:Roy Moore in the US Senate would be a stain on the GOP and on the nation. Leigh Corfman and other victims are courageous heroes. No vote, no majority is worth losing our honor, our integrity.  Mitt Romney (@MittRomney) December 4, 2017Outgoing Arizona GOP Senator Jeff Flake has actually said that he would vote for the Democratic candidate, Doug Jones, if he lived in Alabama, and former Jeb Bush adviser Tim Miller has actually endorsed and donated to Jones. Outgoing Pennsylvania moderate Republican Charlie Dent said he never supported Moore in the first place. Here s the video of Dent s takedown of Moore:There is also outspoken Trump critic and longtime GOP strategist Steve Schmidt, who went on national television and called Moore a pedophile:Other than that, though, it has been radio silence. After all, they need that vote. Besides, let s face it   the GOP writ large showed America and the world what they stand for when they elected Donald Trump.Featured image via Scott Olson/Getty Images",News,5-Dec-17
 Donald Trump’s Eating Habits Could Be Dramatically Affecting His Wellbeing And Our Safety,"We ve all heard the stories of Donald Trump preferring a well-done steak with ketchup and shunning any new delicacies, despite living a lifestyle that offers him all the luxuries one could ever desire, however, it s not just that the President has terrible gastronomical taste, a new memoir suggests that his diet is one of several poor lifestyle choices that could very well shorten his life.According to an excerpt from Let Trump be Trump, an upcoming book by Trump s former campaign manager Corey Lewandowski and aide David Bossie, we get to enter the inner circle where the President of the United States having a 2,400-calorie McDonald s dinner is par for the course. Trump s appetite seems to know no bounds when it comes to McDonald s, with a dinner order consisting of two Big Macs, two Filet-O-Fish, and a chocolate malted,  is just one of the claims made in the book. To put that meal in perspective, Trump s dinner contains 3,400 grams of sodium, despite the American Heart Foundation recommending just 1,500 grams per day, plus enough white bread to last most people a week. Remember, this is just one meal, but it only gets worse. On Trump Force One there were four major food groups: McDonald s, Kentucky Fried Chicken, pizza, and Diet Coke,  the authors write about traveling with Trump during the early days of his presidency, but there may be a valid reason for it   Not only is he a fan of manufacturing, Trump is also a renowned germaphobe who allegedly won t eat from a package that has already been opened, which would also explain the plane s cupboards being stacked with Vienna Fingers, potato chips, pretzels, and many packages of Oreos.  Those well-done steaks make a little more sense now, as well. But a little bit of bacteria is probably the least of the President s worries. This is a 71-year-old man who gets next to no exercise (it s hard to include his golf when he barely even walks while playing), gets very little sleep, and is constantly throwing tantrums, so add in that diet and you have the perfect recipe for a heart attack. The diet alone, especially the snacks, is almost an open-invite for diabetes, too.What makes this frightening for the rest of us is that this is a man who is currently responsible for a nuclear standoff with North Korea, as well as dealing with rapidly warming oceans and an ever-increasing tax bill. If he has this lack of concern for his own wellbeing, then what does it say of his risk-assessment abilities?Featured image via Win McNamee/Getty Images",News,5-Dec-17
" John McCain Wanted Another 74 Twitter Followers, But His Plan Backfired Miserably (TWEETS)","All Senator John McCain wanted to achieve on the morning of Monday, December 4 was to hit that magic milestone of three million Twitter followers, a goal of which he was just 74 followers shy. So what was McCain s approach to gaining those new followers? Simple, he would go on Twitter and rely on word-of-mouth, how could that possibly fail?We're only 74 Twitter followers away from 3M   spread the word & help us reach this big milestone!  John McCain (@SenJohnMcCain) December 4, 2017There was just one little thing Senator McCain had forgotten to factor in   His significantly waning popularity since he voted for the Republican tax bill. Being the Republican Senator for Arizona, some may have seen this as him just batting for his own team, but let s not forget that John McCain was one of the few glimmers of hope as he was also one of the only Republicans that has been openly critical of President Trump and this is a terrible tax bill.Not only will the new tax measures raise taxes on those earning less than $75,000 per annum, it would also take healthcare from 13 million Americans and raise the national debt by almost $1.5 trillion dollars over the coming decade! To add insult to injury, the 479-page bill wasn t even completed when it was released on Friday night, with some pages crossed out and others with hand-written amendments in the margins. Furthermore, nobody even had a chance to read it when they were forced to vote on it, but that didn t sway McCain and the bill somehow managed to pass the Senate.UPDATE: Senate Republicans are so desperate to pass their tax bill tonight that they're now making handwritten changes to their already handwritten changes Seriously. pic.twitter.com/KQfW7bOyk1  Senator Dick Durbin (@SenatorDurbin) December 2, 2017Some people had grown to believe that Senator McCain wasn t too bad for a Republican, but when he shocked everyone and voted in favor of the new tax bill, one where 13 million taxpayers will lose their healthcare but still subsidize his treatment for brain cancer, he proved he was no different and people decided to revolt. So when McCain put out the plea for another 74 followers to reach the three million mark, Twitter-users instead instigated a massive unfollow campaign using the hashtag #UnfollowMcCain, costing him hundreds of followers every minute.Over 5,000 people have unfollowed you since you sent this this two hours ago.One reason is you because you   a man undergoing cancer treatment   voted to strip $25 BILLION dollars from the part of Medicare which pays for CANCER TREATMENT.#unfollowmccain https://t.co/gWl6KsAaLE  Mikel Jollett (@Mikel_Jollett) December 4, 2017I m happy to report that @SenJohnMcCain has lost more than 10,000 followers since I posted the below tweet. Please retweet to spread the word!! #UnfollowMcCain  https://t.co/TSb8B9Oj1B  Jon Cooper (@joncoopertweets) December 4, 2017Yeah, I'm a 'no' on that. You can have all the Twitter followers you want   AFTER you prove that you care more about this country than you do about the corrupt GOP & your stinking donors by voting *NO* on the #GOPTaxScam.Meantime: #UnfollowMcCain  jessica james (@MontaukBuzz) December 4, 2017His vote alone would've made it 50/50 giving time to fight/fix whatever,, he's the one who so openly said ""No"" gaining more trust & support from Dems. He blew it giving his family tax-free $. He also said yes to drilling in the Arctic reserve. #UnfollowMccain  Suomi_Tytt  (@musiikkia) December 4, 2017I am so disgusted in your #GOPTaxScam vote. Your legacy as an American Hero and a Maverick ended right there. Denying cancer treatment for Medicare/Medicaid patients gets you #UnfollowMcCain  JustDe  (@bobnde79) December 4, 2017So, how bad has the #UnfollowMcCain campaign been for the Arizona Senator? Well, at the time of writing this article he needed approximately another 30,000 followers to achieve his goal. Probably just should have kept quiet at 74 and hoped for things to improve organically.Featured image via William Thomas Cain/Getty Images",News,5-Dec-17
 This Sarah Huckabee Sanders Tweet About Attacking The FBI Hasn’t Aged Well,"Donald J. Trump spent a portion of his Sunday, presumably after church, lashing out at the world, including the FBI and its former Director James Comey. In an unprecedented fashion, Trump blasted his own Intelligence agency as the  worst in history  and claimed that it was in  tatters. After years of Comey, with the phony and dishonest Clinton investigation (and more), running the FBI, its reputation is in Tatters   worst in History!  President Exclamation Mark tweeted.  But fear not, we will bring it back to greatness. After years of Comey, with the phony and dishonest Clinton investigation (and more), running the FBI, its reputation is in Tatters   worst in History! But fear not, we will bring it back to greatness.  Donald J. Trump (@realDonaldTrump) December 3, 2017We do not know why he capitalized history and tatters, though.Trump also attacked former FBI Director James Comey to call him a liar.  I never asked Comey to stop investigating Flynn,  he tweeted.  Just more Fake News covering another Comey lie! I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie!  Donald J. Trump (@realDonaldTrump) December 3, 2017Trump sent out multiple tweets blasting his own agency, which resulted in FBI agencies firing back at his claims.It was just last year that Sarah Huckabee Sanders, now the White House press secretary, tweeted a response to Taegan Goddard, who wrote at the time,  Deep antipathy to Hillary Clinton exists within the FBI, multiple bureau sources have told the Guardian, spurring a rapid series of leaks damaging to her campaign just days before the election. When you re attacking FBI agents because you re under criminal investigation, you re losing,  Sanders tweeted in 2016 just before the election.When you're attacking FBI agents because you're under criminal investigation, you're losing https://t.co/SIoAxatCjp  Sarah Sanders (@SarahHuckabee) November 3, 2016Twitter users pounced.  that did age so well!! Time to eat some crow, Sarah!  Kalani (@kalani159) December 4, 2017 pic.twitter.com/Vu50IDUB3m  Carmine Davis (@Carmine761) December 4, 2017I don't think I've ever liked a @SarahHuckabee tweet before.  Backdoor Russian Overture (@BackdoorRussian) December 4, 2017I spit my coffee reading that and checked if it was the real account and then the date. Their twitter remarks always come back to bite them!  Carmine Davis (@Carmine761) December 4, 2017They have lied themselves in to a complete circle. pic.twitter.com/Ab8AMi0UxB  GammyGroot   (@capcara) December 4, 2017Trump told Russian officials in the Oval Office that firing  nut job  Comey eased pressure on him, according to the New York Times. I just fired the head of the F.B.I. He was crazy, a real nut job  I faced great pressure because of Russia,  he said in May. That s taken off.   I m not under investigation. The current occupant of the White House didn t just launch a war on U.S. Intelligence agencies, he launched a war on intelligence. In 2016, Sanders defended the FBI over Hillary Clinton. In 2017, she ll back up her boss s attack on the FBI because special counsel Robert Mueller is closing in on his administration. Because, it s not Hillary Clinton who will be locked up, after all.Photo by Mark Wilson/Getty Images.",News,4-Dec-17
 FBI Agents Destroy Donald Trump After He Attacks The Agency And James Comey,"Donald Trump went on quite a tweetstorm this morning, lashing out former Director of the FBI James Comey and the agency. Trump is losing his sh*t after his former national security adviser flipped in the investigation into any possible collusion between his campaign and Russia. On his former FBI Director, Trump called him a liar, writing,  I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie!  Then he claimed his FBI is the  worst in History!  and said it was in  tatters. After years of Comey, with the phony and dishonest Clinton investigation (and more), running the FBI, its reputation is in Tatters   worst in History!  he wrote.  But fear not, we will bring it back to greatness. After years of Comey, with the phony and dishonest Clinton investigation (and more), running the FBI, its reputation is in Tatters   worst in History! But fear not, we will bring it back to greatness.  Donald J. Trump (@realDonaldTrump) December 3, 2017That tweet prompted a statement from the President of the FBI Agents Association in a series of tweets. Every day, FBI Special Agents put their lives on the line to protect the American public from national security and criminal threats,  FBIAA President Thomas O Connor wrote.  Agents perform these duties with unwavering integrity and professionalism and a focus on complying with the law and the Constitution. This is why the FBI continues to be the premier law enforcement agency in the world,  he continued.  FBI Agents are dedicated to their mission; suggesting otherwise is simply false. James Comey also weighed in. I want the American people to know this truth: The FBI is honest. The FBI is strong. And the FBI is, and always will be, independent. Me (June 8, 2017) pic.twitter.com/OZ1ZiBrMNL  James Comey (@Comey) December 3, 2017Former President Barack Obama s Attorney General Eric Holder also took a shot at Trump s tweets. Nope. Not letting this go. The FBI s reputation is not in  tatters,  Holder tweeted.  It s composed of the same dedicated men and women who have always worked there and who do a great, apolitical job. You ll find integrity and honesty at FBI headquarters and not at 1600 Penn Ave right now. Nope. Not letting this go. The FBI s reputation is not in  tatters . It s composed of the same dedicated men and women who have always worked there and who do a great, apolitical job. You ll find integrity and honesty at FBI headquarters and not at 1600 Penn Ave right now  Eric Holder (@EricHolder) December 3, 2017What the FBI agents are saying is that Donald Trump is fake news.Photo by Tom Pennington/Getty Images.",News,3-Dec-17
 ‘Ghost Of Witness Flipped’: Hilarious SNL Skit Takes Trump Into His Own Private Holiday Hell (VIDEO),"By now, everyone knows that disgraced National Security Adviser Michael Flynn has flipped on Donald Trump. Of course, the good folks at Saturday Night Live, who have been mocking Trump relentlessly, couldn t resist using this to needle the notoriously thin -skinned, sorry excuse for a  president.  It also helps that we are in the midst of the holiday season, which enabled SNL to use a seasonal classic, A Christmas Carol, to poke fun at Trump.Alec Baldwin took up the mantle to play Trump again, who is visited by a fictional Michael Flynn (Mikey Day) in chains, and seems positively terrified of the Ghost of Michael Flynn, who appears to tell Trump, it s time to come clean for the good of the country.  After that, the Ghosts of Christmas Past, Present, and Future line up to torture Trump in the Oval Office.The Ghost of Christmas Past is fired NBC host Billy Bush (Alex Moffat), of Trump s infamous  grab em by the pussy  tape. Then it was time for a shirtless Vladimir Putin (Beck Bennet) to arrive, to remind Trump of the fact that he wouldn t be president without help from the Russian government, and that he s about to have all of their efforts be for naught. The Ghost of Christmas Future is the best of all, with a positively wickedly delicious version of Hillary Clinton, played by Kate McKinnon, who gleefully says to Trump: You Donald, have given me the greatest Christmas gift of all! You have no idea how long I ve wanted to say this,  lock him up! Lock him up indeed. This entire criminal administration belongs in jail. It will go from Flynn, to Pence, to Trump Jr., and then to Trump himself   and then Hillary will really have the last laugh.",News,3-Dec-17
 Leaked Email Proves Trump Officials Aware Russia Had ‘Thrown The USA Election’ To Trump,"Donald Trump s current deputy national security adviser K.T. McFarland, a former Fox News personality, K. T. McFarland admitted in an email to a colleague during the 2016 presidential transition to Russia throwing the election to Trump. The leaked email was written just weeks before Trump s inauguration and it states that sanctions would make it difficult to ease relations with Russia,  which has just thrown the U.S.A. election to him. The New York Times reports:But emails among top transition officials, provided or described to The New York Times, suggest that Mr. Flynn was far from a rogue actor. In fact, the emails, coupled with interviews and court documents filed on Friday, showed that Mr. Flynn was in close touch with other senior members of the Trump transition team both before and after he spoke with the Russian ambassador, Sergey I. Kislyak, about American sanctions against Russia.A White House lawyer tried to explain McFarland s email to the The Times by saying that she was referring to the Democrats  portrayal of the election. That doesn t make any sense, by the way.McFarland wrote the email to Thomas P. Bossert, who currently serves as Trump s homeland security adviser, then he forwarded it to future National Security Advisor Michael Flynn (now indicted), future Chief of Staff Reince Priebus, future senior strategist Stephen Bannon, and future press secretary Sean Spicer, the Daily Beast reports.With all the pearl-clutching we witnessed from conservatives about Hillary Clinton s emails, you d think they wouldn t be sending messages about Russia throwing the election to Trump.This past March, John Oliver, the host of the HBO comedy show Last Week Tonight started a segment called  Stupid Watergate,  which he described as  a scandal with all the potential ramifications of Watergate, but where everyone involved is stupid and bad at everything. Nailed it!Photo by Chip Somodevilla/Getty Images.",News,2-Dec-17
 Trump Just Admitted He Knew Flynn Lied To The FBI Before He Asked Comey To Drop The Investigation,"Donald Trump really should have taken his staffers  advise and not tweeted about former national security adviser Michael Flynn because the former reality show star just implicated himself. I had to fire General Flynn because he lied to the Vice President and the FBI,  Trump tweeted.  He has pled guilty to those lies. It is a shame because his actions during the transition were lawful. There was nothing to hide! I had to fire General Flynn because he lied to the Vice President and the FBI. He has pled guilty to those lies. It is a shame because his actions during the transition were lawful. There was nothing to hide!  Donald J. Trump (@realDonaldTrump) December 2, 2017 Oh my god, he just admitted to obstruction of justice,  former Justice Department spokesman Matthew Miller tweeted.  If Trump knew Flynn lied to the FBI when he asked Comey to let it go, then there is your case. Oh my god, he just admitted to obstruction of justice. If Trump knew Flynn lied to the FBI when he asked Comey to let it go, then there is your case. https://t.co/c6Wtd0TfzW  Matthew Miller (@matthewamiller) December 2, 2017However, last February, then-White House press secretary Sean Spicer said Trump asked Flynn to resign from his position because of  eroding trust. There is not a legal issue but rather a trust issue,  he said at the time.After Flynn left, Trump defended him, calling the disgraced former national security adviser a  wonderful man. I think he s been treated very, very unfairly by the media   as I call it, the fake media, in many cases,  Trump said in February.  I think it s really a sad thing he was treated so badly. When Flynn resigned, he apologized for giving an inaccurate assessment of his conversation with Russian Ambassador Sergey Kislyak to Mike Pence, who, at the time, was the vice-president elect.Pence then said that Flynn had not discussed sanctions with Kislyak.The day after Flynn resigned, Trump, according to then-FBI Director James Comey, asked him to  let go  of an investigation into Flynn.Trump admitted that he knew Flynn lied to the FBI, then he asked Comey to drop the investigation. Shorter version: Trump just tripped over his own little d*ck and presented exhibit A for trial because he obstructed justice.Photo by Steve Pope/Getty Images.",News,2-Dec-17
 Watch This Awesome Mashup of Michael Flynn Leading The ‘Lock Her Up’ Chant As He Goes Off To Court (VIDEO),"Donald Trump s disgraced National Security Adviser Michael Flynn has just plead guilty to lying to the FBI   a felony. He has also agreed to testify against Trump in exchange for leniency from Special Counsel Robert Mueller s team. The irony here is beyond delicious   especially since Flynn infamously led the  LOCK HER UP!  chants at the 2016 Republican National Convention, saying that Hillary Clinton was some kind of criminal, and that if Trump was elected they d be able to put her in jail, where many Trump supporters believe she belongs. Well, now the tables are turned, and it is Flynn who will be heading to jail, and the people who realize who the REAL criminals are have been having a field day. Perhaps one of the best pieces of Twitter schaudenfraude is this video of Flynn heading into court to plead guilty with the  Lock her up!  chant being played:I mashed up Michael Flynn s perp walk with audio of him leading a  lock her up  chant. pic.twitter.com/L1o5CjJXrQ  Adam Smith (@asmith83) December 1, 2017This is BEYOND awesome. These fools thought they d get a chance to put Hillary Clinton in jail as if we live in some kind of banana republic. Instead, they are all turning on each other in order to save their own asses in the best circular firing squad any of us ever could have imagined. Michael Flynn is going to sing like a canary so that he can keep himself and his equally criminal son out of federal prison   and railroad the entire Trump crime family into the slammer   just where they belong.The GOP made a deal with the devil when their ignorant, bigoted voters chose this unfit orange overlord to be their presidential nominee. Now, they are very likely to rue the day they ever heard the name Donald Trump.Featured image via Chip Somodevilla/Getty Images",News,1-Dec-17
 White House Panics Knowing Flynn Is Going To Take Them Down,"While Donald Trump has been taking vacations, special counsel Robert Mueller has been working hard on the Russia investigation. Instead of golfing this weekend, we suggest that the former reality show star huddle with his lawyers. Trump s former national security adviser Michael Flynn pleaded guilty to lying to the FBI about conversations with the Russian ambassador and he s fully cooperating with Mueller. As part of the plea deal, Flynn admitted that he was directed by a senior member of the Trump transition team to make contact with Russian officials in December. In addition, Flynn is prepared to testify that Trump as a candidate, ordered him to make contacts with the Russians.This marks the first instance of solid proof that there was collusion between team Trump and a hostile foreign government.On Friday, just after the news broke, the White House insisted that Flynn s guilty plea will not implicate Trump or anyone else in the White House.The White House said in a statement that Flynn was fired for making false statements to Trump officials, and that he worked for the administration for a short time   and that he was a former Obama administration official. The false statements involved mirror the false statements to White House officials which resulted in his resignation in February of this year,  said White House lawyer Ty Cobb.  Nothing about the guilty plea or the charge implicates anyone other than Mr. Flynn. The White House then referred to Flynn as the  former National Security Advisor at the White House for 25 days  as well as  a former Obama administration official. However, the White House left out a few important details. President Obama fired Flynn as head of the Defense Intelligence Agency and he also warned Trump about Flynn during a discussion two days after the election and emphasized that he had concerns about him joining the national security team for the new president.On top of that, just after Flynn was forced to resign, Trump called him a  wonderful man  who was treated unfairly by the media.Photo by David Becker/Getty Images.",News,1-Dec-17
